"","cell_id","recorder_name","layer_name","cell_type","subject_id","acquisition_time","rmp","voltage_drift","has_morphology","tag_comments","has_burst","trial","res_center_freq","res_3dB_freq","res_sharpness","zap_abf_name","cell_ID","file_time","stim_type","has_resonance","in_big_dataset"
"20","14918344.abf","Lihua","L5","Pyr","X2014.09.18","2014-09-18 17:19:45.325",-74.1424577119006,0.99182294627559,FALSE,"",TRUE,"avg",0.976476476476476,5.87677677677678,1.00975451389569,"14918347.abf","13","2014-09-18 17:26:25.060","zap_sub_rmp",TRUE,TRUE
"21","14918371.abf","Lihua","L5","Int","X2014.09.18","2014-09-18 18:01:16.107",-65,3.42041015625,FALSE,"",FALSE,"avg",0,0,0,"14918373.abf","14","2014-09-18 18:06:28.903","zap_sub_rmp",FALSE,TRUE
"22","14n03301.abf","Lihua","L5",NA,NA,NA,NA,NA,NA,NA,NA,"avg",0.976476476476476,6.83293293293293,1.0490263066155,"14n03315.abf","4","2014-11-03 13:36:51.837","zap_sub_neg",TRUE,FALSE
"23","14n03358.abf","Lihua","L5","Pyr","X2014.11.03","2014-11-03 17:17:01.620",-75,0.439453125,FALSE,"",FALSE,"avg",0,0,0,"14n03406.abf","15","2014-11-03 18:02:38.599","zap_sub_rmp",FALSE,TRUE
"24","14n04362.abf","Lihua","L5","Pyr","X2014.11.04","2014-11-04 18:23:36.062",-78.292848429669,2.39563163279399,FALSE,"",TRUE,"avg",0,0,0,"14n04363.abf","16","2014-11-04 18:24:54.654","zap_sub_rmp",FALSE,TRUE
"25","14n10459.abf","Lihua","L5","Pyr","X2014.11.10","2014-11-10 17:38:21.727",-74.127198922497,2.258302438122,FALSE,"",FALSE,"avg",0,0,0,"14n10462.abf","5","2014-11-10 17:42:55.582","zap_sub_neg",FALSE,TRUE
"26","14d02000.abf","Lihua","L2.3","Pyr","X2014.12.02","2014-12-02 14:30:22.969",-69.0002456829007,3.49426423758821,FALSE,"",TRUE,"avg",0,0,0,"14d02005.abf","4","2014-12-02 14:42:43.376","zap_sub_rmp",FALSE,TRUE
"27","14d02055.abf","Lihua","L2.3","Pyr","X2014.12.02","2014-12-02 15:56:20.088",-74.1119401330934,0.839235054968398,FALSE,"",FALSE,"avg",0.856956956956957,16.4542542542543,1.03686946311066,"14d02057.abf","8","2014-12-02 15:59:49.865","zap_sub_rmp",TRUE,TRUE
"28","14d02065.abf","Lihua","L2.3","Int","X2014.12.02","2014-12-02 16:26:33.397",-74.0966813436899,1.65618990877192e-06,FALSE,"",FALSE,"avg",0,0,0,"14d02109.abf","5","2014-12-02 17:11:53.005","zap_sup_neg",FALSE,TRUE
"29","14d02124.abf","Lihua","L2.3","Pyr","X2014.12.02","2014-12-02 18:20:22.348",-75.1953141807462,0.991822969808709,FALSE,"",FALSE,"avg",0,0,0,"14d02125.abf","9","2014-12-02 18:26:15.169","zap_sub_rmp",FALSE,TRUE
"30","14d02169.abf","Lihua","L2.3",NA,NA,NA,NA,NA,NA,NA,NA,"avg",0,0,0,"14d02170.abf","10","2014-12-02 19:41:25.052","zap_sub_rmp",FALSE,FALSE
"31","14d16016.abf","Lihua","L2.3","Int","X2014.12.16","2014-12-16 13:57:52.686",-71.4111344086632,1.3580338227257,FALSE,"",FALSE,"avg",0,0,0,"14d16019.abf","11","2014-12-16 14:46:38.212","zap_sub_rmp",FALSE,TRUE
"32","14d16109.abf","Lihua","L2.3","Int","X2014.12.16","2014-12-16 18:32:09.695",-74.5,0.4359130859375,FALSE,"",FALSE,"avg",0,0,0,"14d16111.abf","12","2014-12-16 18:37:13.284","zap_sub_rmp",FALSE,TRUE
"33","14d18005.abf","Lihua","L2.3","Pyr","X2014.12.18","2014-12-18 12:44:56.051",-76.4617937012418,0.0915544434293025,FALSE,"",FALSE,"avg",0,0,0,"14d18008.abf","14","2014-12-18 12:48:27.908","zap_sub_rmp",FALSE,TRUE
"34","14d18087.abf","Lihua","L2.3","Pyr","X2014.12.18","2014-12-18 16:33:38.632",-76.3244645966097,1.70598470106142e-06,FALSE,"",FALSE,"avg",0,0,0,"14d18091.abf","15","2014-12-18 16:41:40.501","zap_sub_rmp",FALSE,TRUE
"35","14d18113.abf","Lihua","L2.3","Pyr","X2014.12.18","2014-12-18 17:36:08.709",-75.6988542310637,0.671388410751206,FALSE,"",FALSE,"avg",0,0,0,"14d18117.abf","16","2014-12-18 17:40:57.127","zap_sub_rmp",FALSE,TRUE
"36","15105000.abf","Lihua","L2.3","Pyr","X2015.01.05","2015-01-05 12:40:00.591",-68.0999771080906,1.5411392174656,FALSE,"",FALSE,"avg",0,0,0,"15105004.abf","17","2015-01-05 12:48:31.359","zap_sub_rmp",FALSE,TRUE
"37","15105065.abf","Lihua","L2.3","Pyr","X2015.01.05","2015-01-05 18:55:53.986",-67.3828140061233,1.6937270920608,FALSE,"",FALSE,"avg",1.85295295295295,9.92052052052052,1.27639300538939,"15105068.abf","18","2015-01-05 19:01:22.040","zap_sub_rmp",TRUE,TRUE
"38","15127061.abf","Lihua","L2.3","Pyr","X2015.01.27","2015-01-27 17:12:22.116",-69.7265640585101,5.58471835538511,FALSE,"",FALSE,"avg",0,0,0,"15127064.abf","20","2015-01-27 17:17:39.073","zap_sub_rmp",FALSE,TRUE
"39","15127106.abf","Lihua","L2.3","Pyr","X2015.01.27","2015-01-27 19:26:14.617",-69.7998062476472,1.6723648413972,FALSE,"",TRUE,"avg",0,0,0,"15127120.abf","7","2015-01-27 19:46:37.773","zap_sub_neg",FALSE,TRUE
"40","14624300.abf","Lihua","L5","Pyr","X2014.06.24","2014-06-24 12:31:20.401",-72.7844254549837,2.2430436190462,FALSE,"",FALSE,"avg",3.28718718718719,16.6335335335335,1.01414800233469,"15224013.abf","17","2015-02-24 13:21:10.727","zap_sub_rmp",TRUE,TRUE
"41","15224025.abf","Lihua","L5","Pyr","X2015.02.24","2015-02-24 13:56:28.549",-80,6.46240234375,FALSE,"",FALSE,"avg",0.976476476476476,9.303003003003,1.02710368602038,"15224028.abf","6","2015-02-24 14:05:13.778","zap_sub_neg",TRUE,TRUE
"42","14d160190.abf","Lihua","L2.3",NA,NA,NA,NA,NA,NA,NA,NA,"avg",0,0,0,"15312067.abf","8","2015-03-12 15:22:46.559","zap_sub_neg",FALSE,FALSE
"43","15330000.abf","Lihua","L5","Pyr","X2015.03.30","2015-03-30 14:15:09.003",-77.9052751788186,0.762941194443599,FALSE,"",FALSE,"avg",1.03623623623624,7.41061061061061,1.03741452920721,"15330014.abf","7","2015-03-30 14:33:37.293","zap_sub_neg",TRUE,TRUE
"44","15330028.abf","Lihua","L5","Int","X2015.03.30","2015-03-30 15:34:41.582",-74,3.142333984375,FALSE,"",FALSE,"avg",1.03623623623624,18.9243243243243,1.01412923221334,"15330041.abf","8","2015-03-30 15:49:56.420","zap_sub_neg",TRUE,TRUE
"45","15407000.abf","Lihua","L5","Int","X2015.04.07","2015-04-07 13:12:05.612",-74.4140641632839,1.37939619453391,FALSE,"",FALSE,"avg",0,0,0,"15407002.abf","18","2015-04-07 13:18:01.985","zap_sub_rmp",FALSE,TRUE
"46","15420000.abf","Lihua","L5","Pyr","X2015.04.20","2015-04-20 13:44:28.152",-71.9360367641457,0.347901998520697,FALSE,"",FALSE,"avg",3.88478478478478,14.3626626626627,1.06524316697308,"15420003.abf","19","2015-04-20 13:50:35.474","zap_sub_rmp",TRUE,TRUE
"47","15420048.abf","Lihua","L5","Pyr","X2015.04.20","2015-04-20 14:59:26.363",-80,0.3369140625,FALSE,"",FALSE,"avg",0,0,0,"15420039.abf","9","2015-04-20 15:02:04.922","zap_sub_neg",FALSE,TRUE
"48","15420096.abf","Lihua","L5","Pyr","X2015.04.20","2015-04-20 16:36:08.892",-76,0.50146484375,FALSE,"",FALSE,"avg",0,0,0,"15420098.abf","20","2015-04-20 16:39:22.467","zap_sub_rmp",FALSE,TRUE
"49","2016_02_25_0007.abf","Homeira","L2.3","Pyr","X2016.02.25","2016-02-25 12:39:13.453",-66,2.7626953125,FALSE,"C#2, RMP -66 mV, L2/3",FALSE,"avg",0,0,0,"2016_02_25_0009.abf","2016_02_25_0007","2016-02-25 12:44:23.265","zap_sub_rmp",FALSE,TRUE
"50","2016_02_25_0073.abf","Homeira","L2.3","Pyr","X2016.02.25","2016-02-25 13:40:54.046",-60.3,0.711669921875,FALSE,"C#3, RMP -60.3 mV, L2/3,",FALSE,"avg",0,0,0,"2016_02_25_0077.abf","2016_02_25_0073","2016-02-25 13:45:57.000","zap_sub_rmp",FALSE,TRUE
"51","2016_02_25_0134.abf","Homeira","L2.3","Pyr","X2016.02.25","2016-02-25 14:31:23.265",-60.8,0.536865234375,FALSE,"C#5 RMP --60.8 mV, L2/3,",FALSE,"avg",0,0,0,"2016_02_25_0136.abf","2016_02_25_0134","2016-02-25 14:38:40.046","zap_sub_rmp",FALSE,TRUE
"52","2016_02_25_0255.abf","Homeira","L2.3","Pyr","X2016.02.25","2016-02-25 17:03:39.984",-62.1,0.298828125,FALSE,"C#7 RMP --62.1 mV,l2/3",FALSE,"avg",0,0,0,"2016_02_25_0212.abf","2016_02_25_0255","2016-02-25 16:49:34.578","zap_sub_rmp",FALSE,TRUE
"53","2016_03_01_0000.abf","Homeira","L2.3","Pyr","X2016.03.01","2016-03-01 13:48:02.765",-65.5,4.27734375,FALSE,"C#1, RMP -65.5,L2/3",FALSE,"avg",0,0,0,"2016_03_01_0006.abf","2016_03_01_0000","2016-03-01 14:06:00.828","zap_sub_rmp",FALSE,TRUE
"54","2016_03_01_0047.abf","Homeira","L2.3","Pyr","X2016.03.01","2016-03-01 15:18:19.750",-61,3.418212890625,FALSE,"C#2, RMP -61,L2/3,",TRUE,"avg",0,0,0,"2016_03_01_0054.abf","2016_03_01_0047","2016-03-01 15:38:13.593","zap_sub_rmp",FALSE,TRUE
"55","2016_03_03_0002.abf","Homeira","L2.3","Pyr","X2016.03.03","2016-03-03 13:24:36.500",-66.2,0.777099609375,FALSE,"C#1, RMP -66.2 mV,",FALSE,"avg",0,0,0,"2016_03_03_0028.abf","2016_03_03_0002","2016-03-03 13:42:21.265","zap_sub_rmp",FALSE,TRUE
"56","2016_03_03_0103.abf","Homeira","L2.3","Pyr","X2016.03.03","2016-03-03 15:50:34.562",-65.7,1.363037109375,FALSE,"C#4, RMP -65.7 mv",TRUE,"avg",0,0,0,"2016_03_03_0107.abf","2016_03_03_0103","2016-03-03 16:00:10.453","zap_sub_rmp",FALSE,TRUE
"57","19122003.abf","Homeira","L2.3","Pyr","X2019.01.22","2019-01-22 13:17:07.718",-68.7,0.1790771484375,TRUE,"C1-L2-3,Superfacial, RMP -68.7 mV, Step size: 25 pA",FALSE,"avg",0,0,0,"19122004.abf","19122003","2019-01-22 13:39:58.984","zap_sub_rmp",FALSE,TRUE
"58","19129004.abf","Homeira","L3c","Pyr","X2019.01.29","2019-01-29 12:24:56.500",-62.9,0.7603759765625,TRUE,"C1,  L5,   RMP -62.9mv,",FALSE,"avg",0,0,0,"19129006.abf","28","2019-01-29 12:38:26.468","zap_sub_rmp",FALSE,TRUE
"59","19129047.abf","Homeira","L3c","Pyr","X2019.01.29","2019-01-29 18:10:59.859",-67.1,0.4359130859375,FALSE,"C9,L3,   RMP -67.1mv,",FALSE,"avg",0,0,0,"19129048.abf","19129047","2019-01-29 18:15:42.093","zap_sub_rmp",FALSE,TRUE
"60","19129057.abf","Homeira","L2.3","Pyr","X2019.01.29","2019-01-29 19:42:12.406",-67.7,0.369140625,FALSE,"C11,L2,   RMP -67.7  mv, 500 um from pia",FALSE,"avg",0.856956956956957,5.04014014014014,1.0197170171497,"19129059.abf","19129057","2019-01-29 19:45:45.390","zap_sub_rmp",TRUE,TRUE
"61","19129064.abf","Homeira","L3c",NA,NA,NA,NA,NA,NA,NA,NA,"avg",0.757357357357357,3.64574574574575,1.02268175712343,"19129065.abf","19129064","2019-01-29 20:15:50.250","zap_sub_rmp",TRUE,FALSE
"62","19129072.abf","Homeira","L3c",NA,NA,NA,NA,NA,NA,NA,NA,"avg",0,0,0,"19129074.abf","19129072","2019-01-29 20:35:07.062","zap_sub_rmp",FALSE,FALSE
"63","19228000.abf","Homeira","L5",NA,NA,NA,NA,NA,NA,NA,NA,"avg",0,0,0,"19228001.abf","30","2019-02-28 13:19:22.046","zap_sub_rmp",FALSE,FALSE
"64","19228029.abf","Homeira","L5",NA,NA,NA,NA,NA,NA,NA,NA,"avg",0,0,0,"19228031.abf","31","2019-02-28 16:21:56.375","zap_sub_rmp",FALSE,FALSE
"65","19228044.abf","Homeira","L5",NA,NA,NA,NA,NA,NA,NA,NA,"avg",0.837037037037037,4.08398398398398,1.07503661991885,"19228045.abf","32","2019-02-28 18:13:19.203","zap_sub_rmp",TRUE,FALSE
"66","19228058.abf","Homeira","L5",NA,NA,NA,NA,NA,NA,NA,NA,"avg",0,0,0,"19228063.abf","33","2019-02-28 18:44:28.578","zap_sub_rmp",FALSE,FALSE
"67","2019_11_04_0001.abf","Homeira","L3c",NA,NA,NA,NA,NA,NA,NA,NA,"avg",0,0,0,"2019_11_04_0009.abf","1","2019-11-04 13:08:51.656","zap_sub_rmp",FALSE,FALSE
"68","2019_11_04_0083.abf","Homeira","L3c",NA,NA,NA,NA,NA,NA,NA,NA,"avg",4.94054054054054,18.6454454454454,1.11543860949471,"2019_11_04_0088.abf","2019_11_04_0082","2019-11-04 15:38:51.578","zap_sub_rmp",TRUE,FALSE
"69","2019_11_26_0006.abf","Homeira","L5",NA,NA,NA,NA,NA,NA,NA,NA,"avg",0,0,0,"2019_11_26_0002.abf","14","2019-11-26 12:58:09.140","zap_sub_rmp",FALSE,FALSE
"70","2019_11_26_0037.abf","Homeira","L3c",NA,NA,NA,NA,NA,NA,NA,NA,"avg",0,0,0,"2019_11_26_0032.abf","2019_11_26_0037","2019-11-26 15:18:58.437","zap_sub_rmp",FALSE,FALSE
"71","2019_11_26_0054.abf","Homeira","L5",NA,NA,NA,NA,NA,NA,NA,NA,"avg",0,0,0,"2019_11_26_0054.abf","15","2019-11-26 16:12:32.828","zap_sub_rmp",FALSE,FALSE
"72","2019_11_26_0094.abf","Homeira","L5","Pyr","X2019.11.26","2019-11-26 17:53:03.109",-65.2,1.419873046875,FALSE,"C8. L5 RMP -65.2  mV Big cell",TRUE,"avg",0.956556556556556,3.44654654654655,1.01393101209733,"2019_11_26_0096.abf","17","2019-11-26 17:55:14.921","zap_sub_rmp",TRUE,TRUE
"73","2019_11_26_0110.abf","Homeira","L5","Pyr","X2019.11.26","2019-11-26 18:38:12.625",-65.4,0.000830078125005684,FALSE,"C9. L5 RMP -65.4  mV Big cell,",FALSE,"avg",0,0,0,"2019_11_26_0112.abf","18","2019-11-26 18:42:08.015","zap_sub_rmp",FALSE,TRUE
"74","2019_11_28_0010.abf","Homeira","L3c",NA,NA,NA,NA,NA,NA,NA,NA,"avg",0,0,0,"2019_11_28_0002.abf","2019_11_28_0010","2019-11-28 12:33:18.359","zap_sub_rmp",FALSE,FALSE
"75","2019_11_28_0032.abf","Homeira","L3c",NA,NA,NA,NA,NA,NA,NA,NA,"avg",0,0,0,"2019_11_28_0034.abf","2019_11_28_0032","2019-11-28 13:53:05.656","zap_sub_rmp",FALSE,FALSE
"76","2019_11_28_0093.abf","Homeira","L3c","Pyr","X2019.11.28","2019-11-28 16:17:32.875",-64.3,0.548779296874997,FALSE,"C4 L3c, RMP -64.3,",FALSE,"avg",1.07607607607608,8.74524524524525,1.06620687596492,"2019_11_28_0095.abf","2019_11_28_0093","2019-11-28 16:21:39.906","zap_sub_rmp",TRUE,TRUE
"77","2019_11_28_0119.abf","Homeira","L5","Int","X2019.11.28","2019-11-28 17:15:35.828",-61,0.58447265625,FALSE,"C5, L5, RMP -61 mV",FALSE,"avg",1.01631631631632,8.68548548548548,1.03158631359151,"2019_11_28_0120.abf","19","2019-11-28 17:16:55.562","zap_sub_rmp",TRUE,TRUE
"78","2020_01_06_0017.abf","Homeira","L3c","Pyr","X2020.01.06","2020-01-06 13:18:58.062",-64.5,1.23486328125,FALSE,"C2, L3C, RMP -64.5 mV",FALSE,"avg",0.896796796796797,5.53813813813814,1.03894005299196,"2020_01_06_0007.abf","2020_01_06_0016","2020-01-06 13:10:55.390","zap_sub_rmp",TRUE,TRUE
"79","2020_01_06_0030.abf","Homeira","L3c",NA,NA,NA,NA,NA,NA,NA,NA,"avg",0,0,0,"2020_01_06_0026.abf","2020_01_06_0030","2020-01-06 14:05:44.640","zap_sub_neg",FALSE,FALSE
"80","2020_01_06_0048.abf","Homeira","L3c","Pyr","X2020.01.06","2020-01-06 17:29:25.890",-60.2,1.6896484375,TRUE,"C6, L3C, RMP -60.2 mV,",FALSE,"avg",1.13583583583584,4.04414414414414,1.01233668224732,"2020_01_06_0039.abf","9","2020-01-06 17:11:51.437","zap_sub_rmp",TRUE,TRUE
"81","2020_01_06_0063.abf","Homeira","L3c","Pyr","X2020.01.06","2020-01-06 18:16:51.875",-66.9,0.147119140624994,FALSE,"C8 L3C, RMP -66.9 mv",FALSE,"avg",1.01631631631632,6.27517517517517,1.05315679603425,"2020_01_06_0062.abf","11","2020-01-06 18:15:20.437","zap_sub_rmp",TRUE,TRUE
"82","2020_01_06_0082.abf","Homeira","L3c","Pyr","X2020.01.06","2020-01-06 19:42:23.390",-66.7,6.11494140625,FALSE,"C11,  L3,  RMP -66.7 mv,",FALSE,"avg",1.03623623623624,5.43853853853854,1.09272001832264,"2020_01_06_0079.abf","2020_01_06_0082","2020-01-06 19:36:09.140","zap_sub_rmp",TRUE,TRUE
"83","2020_01_06_0090.abf","Homeira","L3c","Pyr","X2020.01.06","2020-01-06 20:12:50.656",-65.2,3.22041015625,FALSE,"C12,  L3,  RMP -65.2 mv,",FALSE,"avg",1.03623623623624,5.23933933933934,1.10886497547806,"2020_01_06_0087.abf","2020_01_06_0090","2020-01-06 20:07:06.671","zap_sub_rmp",TRUE,TRUE
"84","2020_01_06_0101.abf","Homeira","L3c",NA,NA,NA,NA,NA,NA,NA,NA,"avg",2.29119119119119,11.4742742742743,1.03907813588288,"2020_01_06_0097.abf","16","2020-01-06 20:46:27.000","zap_sub_rmp",TRUE,FALSE
"85","2020_01_06_0108.abf","Homeira","L3c",NA,NA,NA,NA,NA,NA,NA,NA,"avg",0,0,0,"2020_01_06_0102.abf","17","2020-01-06 21:04:19.453","zap_sub_rmp",FALSE,FALSE
"86","2020_01_27_0002.abf","Homeira","L5","Pyr","X2020.01.27","2020-01-27 12:57:14.312",-65,2.474365234375,FALSE,"C1,  RMP -60 mV, -65 mv",FALSE,"avg",1.03623623623624,3.62582582582583,1.02262370650876,"2020_01_27_0000.abf","20","2020-01-27 12:55:40.562","zap_sub_rmp",TRUE,TRUE
"87","2020_01_27_0008.abf","Homeira","L5","Pyr","X2020.01.27","2020-01-27 14:04:13.187",-74.2,1.453076171875,FALSE,"C2,  L5 , RMp -74.2 mv",FALSE,"avg",0,0,0,"2020_01_27_0007.abf","21","2020-01-27 14:04:13.187","zap_sub_rmp",FALSE,TRUE
"88","2020_01_27_0014.abf","Homeira","L5",NA,NA,NA,NA,NA,NA,NA,NA,"avg",0,0,0,"2020_01_27_0017.abf","22","2020-01-27 16:35:14.046","zap_sub_rmp",FALSE,FALSE
"89","2020_01_27_0038.abf","Homeira","L3c","Pyr","X2020.01.27","2020-01-27 19:28:31.750",-69.9,4.13564453124999,FALSE,"C6  L3 ,RMP -69.9mv",FALSE,"avg",0,0,0,"2020_01_27_0037.abf","19","2020-01-27 19:28:31.750","zap_sub_rmp",FALSE,TRUE
"90","2020_01_27_0042.abf","Homeira","L5","Pyr","X2020.01.27","2020-01-27 20:55:03.437",-60.7,1.0076171875,FALSE,"C7 , L5 ,RMP -60.7 mv",TRUE,"avg",0.896796796796797,3.32702702702703,1.0836748241843,"2020_01_27_0043.abf","20","2020-01-27 21:00:13.453","zap_sub_rmp",TRUE,TRUE
"91","2020_01_27_0045.abf","Homeira","L5",NA,NA,NA,NA,NA,NA,NA,NA,"avg",0,0,0,"2020_01_27_0045.abf","24","2020-01-27 21:27:07.546","zap_sub_rmp",FALSE,FALSE
"92","2020_01_28_0029.abf","Homeira","L5","Pyr","X2020.01.28","2020-01-28 20:59:37.984",-68,0.464599609375,FALSE,"",FALSE,"avg",2.25135135135135,6.49429429429429,1.1628769416744,"2020_01_28_0032.abf","27","2020-01-28 21:09:15.875","zap_sub_rmp",TRUE,TRUE
"93","2020_03_02_0019.abf","Homeira","L3c",NA,NA,NA,NA,NA,NA,NA,NA,"avg",3.22742742742743,9.66156156156156,1.25870540988482,"2020_03_02_0017.abf","333","2020-03-02 15:39:11.234","zap_sub_rmp",TRUE,FALSE
